title,company,location,description,data_science_job
Medical doctor specialized in international medical deployments (m/f/d),Robert Koch-Institut,Berlin,"Your data will be deleted immediately after the completion of the application process.The Institute's facilities are set in the environment of a clean, green…",0.0
Microsoft BI Consultant (m/w/d),scieneers GmbH,Hamburg,"Wir sind ein schlagkräftiges Team datengetriebener “Überzeugungstäter: innen”: Daten helfen uns, Probleme zu verstehen und Lösungen zu entwickeln.",1.0
Mitarbeiter (m/w/d) im Bereich Protein Engineering,Synbionik GmbH,Frankfurt am Main,"Synbionik ist ein innovatives und expandierendes Biotech Start-Up, welches sich auf die Herstellung von Naturstoffen durch Biosynthese spezialisiert hat.",0.0
Mitarbeiter Data Mining/Data Science (m/w/d),AOK Baden-Württemberg,Stuttgart,"Sie führen komplexe Analysen durch und sind für die Aufbereitung großer, strukturierter und unstrukturierter Datenbestände zuständig.",1.0
Modem Field TestEngineer,COMNESYS,Frankfurt am Main,"Understanding of wire line and wireless data protocol stacks including PPP, IP, TCP, etc.LTE/UMTS/GSM - Contract (Frankfurt).Start: As soon as possible.",0.0
MuleSoft Solution Consultant,Salesforce,Frankfurt am Main,"Our mission is to help organizations change and innovate faster by making it easy to connect the world’s applications, data, and devices.",0.0
Multilingual Medical Information Specialist (Speaking German AND French (Dual language role))- REF7200V- REMOTE HOME WORKING IN GERMANY,ProPharma Group,Berlin,"A degree in a life science or pharmacy, or equivalent.Liaising with Medical Information Assistants to ensure data received from clients is saved on file in a…",0.0
Naturwissenschaftler IT Applications (m/w/d),adesta,Darmstadt,"Suchen Sie die Chance, IT und Naturwissenschaften miteinander zu verbinden?Wir ermöglichen Ihnen den Einstieg in den global agierenden und traditionsreichen…",0.0
Naturwissenschaftler/in (m/w/d) oder Arzt/Ärztin (m/w/d) an der Schnittstelle zwischen Klinik und Medizininformatik,Uniklinik RWTH Aachen,Aachen,In der Klinik für Neurologie – Zentrum für Seltene Erkrankungen – ist ab sofort eine Stelle als.Naturwissenschaftler/in (m/w/d) oder Arzt/Ärztin (m/w/d) an der…,0.0
Network Engineer III,Trimble,Raunheim,"Standardization: Develop and maintain standard configurations, procedures and guidelines for installing and operating data networks.EOE/M/F/V/D.EOE/M/F/V/D.",0.0
Neural Networks System Engineer (f/m/d),Renesas Electronics Europe GmbH,Düsseldorf,"An Eclipse-based toolchain featuring a high-level compiler, hardware simulators, and detailed analysis and profiling tools will support your through performance…",1.0
"Nonclinical Drug Development Strategist - Pharmacology, Pharmacokinetics, Toxicology","Medpace, Inc.",München,"Demonstrated comprehensive knowledge of nonclinical study designs, data interpretation, concepts within pharmacology, pharmacokinetic, and toxicology focus…",1.0
Open phd student position in bioinformatics on corona virus modeling,Jena University Hosptal,Jena,"We use machine learning, gene regulatory network analyses of imaging, sequencing and other omics data.You* (1) are interested in systematically detecting…",1.0
Operational Intelligence Intern,N26,Berlin,Provide direction and consultation using data to the various teams at N26 to better manage their processes.We are seeking two Operational Intelligence Interns…,1.0
Operations Administrator,Barrington James,Deutschland,"Entering data onto the company database.Managing outgoing post and recording data on special deliveries.2020 has been a year of growth for Barrington James,…",0.0
Operations BI Analyst (m/w/d),zolar,Berlin,"You have a bachelor’s degree in a data driven study program such as statistics, engineering, computer science, or related discipline.So passt du zu uns.",1.0
"Operations Manager Agile Data Research, Veeva Link (Remote)",Veeva Systems,Frankfurt am Main,"Experience with life sciences data.Lead a team of 20+ data stewards who execute those processes.Degree in business administration, computer science, or a…",1.0
PD / PK Programmer (m/f/d),Hays,Basel,Experience in data pooling and graphical representation.Profound experience in similar position working with PK/PD data.Phone: +41-61-2250 - 518.,0.0
PHY System Engineer (Simulation) (m/f/d),Apple,München,You will design and simulate state-of-the-art physical layer wireless communication system algorithms for very high data rate applications.,0.0
PIM Power User (m|f|d),Sartorius Corporation,Göttingen,"You have an advanced understanding of business processes, standards and practices around product data.You are data driven with a process oriented mind-set and…",0.0
PIM Power User (m|f|d) – Marketing Business Separation,Sartorius Stedim Biotech,Göttingen,"You have an advanced understanding of business processes, standards and practices around product data.You are data driven with a process oriented mind-set and…",0.0
PRAKTIKANT*IN – INFORMATIK IM BEREICH RECRUITING (M/W/D),Gunnar Kühne Executive Search GmbH,Frankfurt am Main,GKES verbindet exzellente Personalberatung im stark wachsenden Finanz- und Technologiebereich mit einer offenen und sympathischen Teamkultur.,0.0
PRAKTIKUM (M/W/D) DATA-SCIENCE / BUSINESS ANALYTICS IM MÄRZ 2021,L'Oreal,Düsseldorf,"Wir suchen Dich, um uns beim Ausbau unserer Weltmarktführerschaft im Beauty-Tech Bereich zu unterstützen.Du bist eingeladen uns bei dieser Reise zu begleiten.",1.0
"Partner Sales Engineer, Google Cloud",Google,Berlin,"Experience with data and information management and how it relates to big data trends and challenges within businesses, and experience in using and/or managing…",1.0
Partner Solutions Architect - VMware Partner Specialist,AWS EMEA SARL (Germany Branch),Frankfurt am Main,"An advanced degree in computer science, engineering or mathematics or equivalent experience.3+ years in customer or partner-facing roles.",0.0
Partnership Manager (m/f/d),Mimi Hearing Technologies GmbH,Berlin,"We are developing a data-driven audio experience that tests your ears, protects them and adjusts the sound to match your unique hearing ability.",0.0
Penetration Tester (m/f/d),NGENA,Frankfurt am Main,University degree in computer science or a comparable qualification is a plus.Information about processing of your data by ngena GmbH can be found here: www…,0.0
People Data Scientist (all genders),,,Minimum 5 years of data science experience in industry.Proven track record for success in building data science capabilities at the enterprise level,1.0
Performance Consultant - Germany,"Riverbed Technology, Inc.",München,"Ability to identify key issues, analyze data, and make recommendations to address problems.Riverbed enables organizations to maximize performance and…",1.0
Performance Manager (all gender),Havas Media Group Germany,Frankfurt am Main,"Du bist verantwortlich für die Konzeption, Planung, Umsetzung und Optimierung aller digitalen Performance Media Maßnahmen in den Kanälen Programmatic Display,…",0.0
Performance Marketing Manager (m/f/d),Tier Mobility GmbH,Berlin,"You have at least You are highly analytical, you know where to find the data you need as well as how to generate out of data actionable insights and…",0.0
Performance Marketing Manager [m/w/d],StackFuel GmbH,Berlin-Kreuzberg,In den letzten drei Jahren hat sich StackFuel zu einem der führenden deutschen Anbieter für berufsbegleitende Online-Trainings im Bereich Data Analytics und…,0.0
Performance Test Engineer (m/f/x),Nash Technologies,Böblingen,"Visualization of the collected performance data.Excellent SQL skills and data evaluation and visualization.University degree in the field of computer science,…",1.0
Personalrecruiter (m/w/d) Erlangen,codemanufaktur GmbH,Erlangen,"„Handmade Software“ – wir leben unser Handwerk, unsere Werkstücke sind digital.Wir sind auf die Entwicklung komplexer Individualsoftware und Data Science…",0.0
Pflichtpraktikum - Makers Garage (Data Science & Analytics),Continental AG,Hamburg,"Unsere Abteilung Innovation & Digitalisierung sucht ab sofort einen engagierten Pflichtpraktikanten (m/w/divers), der für die nächsten 3 bis 6 Monate aktuelle…",1.0
Pflichtpraktikum Informatik / Data Science / IT (m/w/d),Campusjäger GmbH,Dortmund,Du unterstützt unser IT-Team bei der Weiterentwicklung unserer Produkte.Das kann beispielsweise die Weiterentwicklung der bestehenden oder einer anderen App…,1.0
Ph.D. in biophysics as part of the NeuroTrans Project – a Marie Skłodowska-Curie Innovative Training Network (m/f/d),NanoTemper Technologies,München,"Develop software for measurement control, data acquisition and analysis.Keen interest in optical method/instrument development including data analysis/software…",1.0
"PhD Position ""Impact of oceanic heat advection on the atmospheric column in the North Atlantic Arctic"" (m/f/d)",Alfred-Wegener-Institut für Polar- und Meeresforsc...,Potsdam,Use of in-situ and remote sensing measurement data of atmospheric and oceanic parameters in combination with data from reanalyses and regional climate modelling…,1.0
PhD Positions in Neuroscience,Associated Institute - Ernst Strüngmann Institute...,Frankfurt am Main,"If you are interested in learning state of the art techniques for circuit reconstruction, high-throughput data analysis, and are excited about developing new…",0.0
"PhD Student (m/f/d) in the field of computer science, software development, bioinformatics, mathematics, physics, data e",BAM Bundesanstalt für Materialforschung und -prüfu...,Berlin,Knowledge of data science with machine learning tools.Processing of experimental data and integration of simulation data as well as development and selection…,1.0
PhD Student (m/f/x) in Active Tectonics [english],Deutsches GeoForschungsZentrum - GFZ,Potsdam,Synthesize field data with additional data sets in structural models.Your personal data will be treated in line with Art.As a partner in Geo.,0.0
PhD Student - Medical Informatics (m/f/d),Universitätsklinikum Heidelberg,Heidelberg,"A university degree in computer science, mathematics, physics or engineering science (diploma/master's degree) or an equivalent degree is required.",0.0
"PhD Student Biology, Microbiology - Analysis (m/f/d)",Christian-Albrechts Universität zu Kiel,Kiel,Competences and experience in microbiological techniques and statistical data analysis.PhD Position on Antibiotic Resistance Evolution.,1.0
PhD Student or Postdoc (m/f/d) 18-20,Max Planck Institute for Biophysical Chemistry,Göttingen,The aim of both projects is to develop Bayesian or Deep Learning methods to obtain high-resolution molecular structures and dynamics from sparse and noisy…,1.0
